"code","iso","country","CO2GDP.1990","CO2GDP.1991","CO2GDP.1992","CO2GDP.1993","CO2GDP.1994","CO2GDP.1995","CO2GDP.1996","CO2GDP.1997","CO2GDP.1998","CO2GDP.1999","CO2GDP.2000","CO2GDP.2001","CO2GDP.2002","CO2GDP.2003","CO2GDP.2004","CO2GDP.2005","CO2GDP.2006","CO2GDP.2007","CO2GDP.2008","CO2GDP.2009","CO2GDP.2010"
356,"IND","India",818.876672927456,834.819935570403,815.335788238799,787.049582239328,763.764597756266,750.724761317022,721.147299034037,714.210180675324,677.980860688173,668.757760287122,636.805500347809,606.01869212963,595.399412499726,556.422590397391,542.903293795825,506.208357824837,478.86949846649,455.456423905455,458.352987790561,462.587452160457,389.226187341093
360,"IDN","Indonesia",602.961932436526,580.242260835494,562.476418670953,605.176268747579,525.523464156292,548.166816722597,530.653583376917,518.786792089567,561.934858626353,590.699863144398,603.586992420032,585.400279671386,580.398106436042,541.900361537252,559.071769816259,525.698743120346,500.144540848416,455.486272419177,413.350809201517,427.037639733975,397.250739516269
364,"IRN","Iran",797.252224021878,817.188089878214,797.263553341499,821.238230185575,894.526895116751,904.78157068575,801.600273723651,840.556609774338,806.202421703367,885.747911114624,813.628608742838,813.822874963674,766.410812184152,728.1072713216,733.311719835312,746.8836975119,709.691589874526,664.928380419839,685.634423465286,694.087148688784,607.370301382155
368,"IRQ","Iraq",1181.30480006699,869.139128263329,1213.39917221313,1534.88525234996,1738.57068816352,1715.02314065999,1653.76551347211,1961.44439987058,1065.96592748124,660.848639622827,791.332917857215,860.022336106547,963.156218868888,1507.81653318451,997.770275367708,1102.11558061494,854.9429750105,844.339680964408,953.318168139054,1026.6305852257,929.855939065517
372,"IRL","Ireland",699.687264879637,660.586430222227,616.995644994028,592.045913976509,572.52264159375,514.683554216714,500.666831551111,465.881339619639,440.081680173069,418.129131591237,381.612498408599,378.216133633824,341.539016177159,319.216090099951,300.290031749434,275.499733558053,246.432452210937,232.150021584013,237.410435494939,238.397574948551,210.673162331682
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",582.781633618174,537.04954290656,569.410104908525,568.80937173753,555.38462561396,488.946206975611,469.260347935741,464.298140422585,439.939073272407,410.062503820527,392.815468343305,405.174916004533,395.871960252819,430.832611454703,378.170874560726,363.617479041472,380.429495410944,349.976160547874,372.859723573238,337.846817980445,309.786071916249
380,"ITA","Italy",404.148304953336,389.06616933412,374.323836035654,361.688454645525,342.394776555562,357.030226009818,341.771042365671,333.364154950319,325.022165601343,321.560540123123,308.91207397406,292.174181514118,297.146911183121,302.262387294234,299.469793000094,288.961686979607,266.007790277242,247.154241618218,227.357579642716,210.972880429458,205.333402040606
388,"JAM","Jamaica",558.643912145098,538.041486476581,546.722396377569,528.374233128834,515.000961600103,531.060884478746,553.054953000723,551.32972322503,582.912609688664,583.433964476229,581.850756455466,581.021897810219,545.453570087442,537.940296994577,524.774118332848,574.874763959643,641.783849299201,720.593802206321,637.271747763962,456.968809674575,424.041655495928
392,"JPN","Japan",470.79868565909,441.940064894871,437.003296522799,422.042463478796,434.638974648867,421.576014848813,410.920882619352,396.516699410609,385.823502648598,393.781418485237,379.926651110577,364.41556247221,358.293996670258,354.409021983166,342.348833307143,324.975472930239,309.09973582525,298.759602540367,286.147747168078,276.559629968958,266.387788394314
400,"JOR","Jordan",1367.48622724102,1318.89768523712,1306.17606834269,1221.63214641401,1232.25229380473,1181.23790156545,1162.98344476267,1115.00365062826,1076.87072503474,1025.69173880344,1006.80279801425,939.301827155282,925.792610646997,875.539523191832,907.529615215583,869.081622602639,780.818758474756,732.711797948975,652.890952869446,647.735260034708,528.790994477462
398,"KAZ","Kazakhstan",2915.4340098525,3238.5881461617,3483.60991811636,3196.54067658448,3159.01701073839,2978.77217480759,2530.75912748967,2113.49073019424,2122.94985025918,1862.14673535466,1638.14898209278,1405.33391345314,1421.3977080274,1384.02279688288,1457.85765895954,1274.48260160134,1333.61825064754,1269.6451008748,1268.51795718119,1124.49895254276,1173.21795915067
404,"KEN","Kenya",268.07423899383,246.463004443106,247.247328867721,237.510060757706,215.312517457494,215.466543638293,223.055415706332,207.943977738305,200.021291311151,202.720444446922,203.525642387881,188.701403991665,178.539205846568,155.456606528481,162.482991573317,170.775075784722,177.924639061815,166.842434234326,169.141228314696,194.422184204526,162.982931356111
296,"KIR","Kiribati",219.28519626502,221.648036624957,210.379363690077,198.950802377584,185.880290162986,183.433966889047,282.57434299732,210.224656888104,210.387885526891,183.824544303346,188.967070763166,147.889239620288,137.042620328261,128.432799333049,123.79460216636,122.838582210596,136.760659581015,227.881397253108,228.336763642913,231.793779607885,274.38472387252
414,"KWT","Kuwait",645.392679326478,1466.59703448841,645.321544262121,638.377129095535,684.45779124131,729.161337626775,700.392264866927,675.110468130162,743.196899129819,815.501624758135,788.411818632763,824.398293815495,827.265315635205,737.330470923811,694.994778909276,681.003214269546,608.755502934899,571.919105659498,564.39270053979,644.614930881152,667.971168471822
417,"KGZ","Kyrgyzstan",2879.96052835452,2715.25836171615,2041.81323845705,1731.24950508908,1371.4951179095,1002.82579020371,1154.49425521874,1024.21357942453,1045.37603509327,788.095530513654,722.334680152453,562.193610225608,705.33448245716,704.614441128217,688.51481266165,619.314845695833,572.81142083828,582.372762597181,509.917934803622,582.784256229352,569.686892061985
418,"LAO","Laos",82.0311928287734,83.2031759129083,84.8993098308485,78.440105875691,75.6865547728617,86.8204799423156,106.883757590229,124.434652204089,132.183114732959,161.67314342218,151.874743444104,130.350770069439,158.022835119819,140.005024149457,161.290626535901,146.877476386445,144.401433619737,137.990039786098,130.42299254507,125.074197270241,89.5481102472542
428,"LVA","Latvia",914.896838353506,924.053612033846,1078.6688869576,940.49824705718,791.463816557578,690.567558541159,637.870408872543,542.493863279885,489.707680919618,390.445980081737,333.928304594469,332.334172057542,293.733822337915,293.763920029016,260.686390958999,234.641857018228,225.61973900095,206.777081250057,188.657289222485,188.510086789187,225.925293260853
422,"LBN","Lebanon",487.646467350629,419.166552061202,406.291093434831,571.285850433733,573.802940304976,597.231101345755,581.153314914783,639.665642276886,609.076916502035,620.700699139809,541.809757022463,550.05486101214,521.461570647085,506.262985850835,468.599342281251,431.37629241503,392.304415824976,323.510355216065,367.252982960698,395.418586559959,314.484355648822
426,"LSO","Lesotho",145.48799492444,135.41859708969,128.007493104247,121.223806550069,125.190806830772,119.81482164246,112.145863302812,105.412105869063,103.823328213108,101.913248189305,110.352087604452,103.28297836326,101.09438180049,94.5275011591558,90.1380320454901,90.9608262097939,87.3846238992438,82.3979047827592,76.6915486458357,71.7939600600725,154.312650057906
430,"LBR","Liberia",885.723624258586,590.202249587924,901.974033169571,1466.51894223642,1816.52600303355,1939.25870519113,1755.58811905312,861.643620627318,715.963358663918,601.190425631971,501.871309190838,462.778062999329,345.268239362855,532.816620898409,644.015319882482,672.580418525866,608.19451798017,456.610248379086,342.988057780147,272.267268815868,247.9041759702
434,"LBY","Libya",970.360740161058,888.711581432607,777.627735681328,825.345899769759,899.869753979739,1049.60236730165,963.833690678809,972.786276223776,995.974144288751,796.695302013079,785.709655672451,830.448500292319,823.281251978567,719.665182381787,700.876154224218,636.440567871684,599.637911918053,554.077750674578,581.568194259795,634.131850192669,489.835044892846
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",999.989799922218,1104.66519080797,765.176365886541,720.760779161468,743.736518995796,657.701889204477,654.656603153744,583.622476540601,560.000474229461,470.576635961666,368.733245077995,385.236882187268,348.09718953941,308.361178537662,303.327689878608,295.087188844474,266.868676583861,245.690305461166,229.890845221545,230.398471656901,222.084616918934
442,"LUX","Luxembourg",927.145605194113,867.833554909854,824.899657682904,791.13533754655,700.529102693383,545.628923339621,525.573430662475,476.68494600591,408.908094196895,371.632489502357,360.738601728095,380.328564219477,377.651703707567,371.142677173721,389.184026048313,373.590662916062,313.913452306486,271.6815066982,265.490134691699,263.503694575165,246.909403061897
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,"MKD","Macedonia",1365.89356050072,1351.71757370916,910.660154812784,981.650122720615,902.239335318029,896.790483806199,978.608020607419,852.145972743082,944.110158011943,821.144965820136,739.001820029121,758.558353412926,690.505701029425,699.521914382572,626.671807125797,595.409014496107,524.777671064299,510.428359436354,439.25807486154,392.99552418133,351.746670328113
450,"MDG","Madagascar",116.712303387752,130.782637052531,123.542630781658,121.323993750379,146.691810618728,140.163386139373,144.993089550308,165.338454379178,160.597608097575,167.149817140733,151.710273877351,130.049487625866,104.193362339525,127.974090260151,125.651906029048,112.015801162594,99.8464905506198,98.2956895213374,96.3117505731121,93.3828960426778,94.6965471120494
454,"MWI","Malawi",158.006458230323,151.476487269668,160.091161281636,149.961395443385,169.788831065411,143.613615309881,128.829553962798,129.929646916647,134.058233402501,155.002656159328,136.191692257313,139.003423604971,131.765006791459,132.473134390857,125.240104304986,110.782218150095,109.778077650155,97.0600110113757,106.200668209304,88.5791626806343,74.7889064731385
458,"MYS","Malaysia",661.781293445916,680.764047577196,706.549903819972,660.050681620873,587.854967082637,566.866721208071,569.01968659872,599.881179434353,594.039030480688,542.998064399056,558.135571710872,581.943599375678,581.52103213483,581.68482672673,568.071442209224,569.957192436267,519.732324991293,516.720715803218,501.821173861797,476.583086597866,428.213977367155
462,"MDV","Maldives",357.906976744186,361.764705882353,487.090558766859,386.762075134168,357.980456026059,408.320950965825,426.20320855615,435.671819262782,357.341907824223,457.972440944882,458.417663293468,505.028950007524,560.903024684544,417.226962002174,453.763399332325,433.972577586553,450.414869309359,409.2877720453,386.0382335288,419.562514865632,400.183559554588
466,"MLI","Mali",101.157628577307,99.6126715938876,91.5611740321142,93.8274605077332,92.6083293745496,86.5593071690586,85.6164686817073,84.6031739083481,77.572812363251,74.6781568810052,71.3165652975467,62.6213429759449,59.9654437301067,53.2085988683054,53.0633591288255,48.7239612590799,43.4720962735693,41.2908588698423,39.4588717877699,38.600383485808,41.0316815069909
470,"MLT","Malta",591.852736659728,512.820714643391,470.935135072477,570.916090881489,474.150933430543,390.052577664304,397.526358344704,417.989396538865,350.003365013747,363.768942034712,290.563858721006,342.944465934206,299.204555165197,328.674588124765,322.439626928218,319.271131010465,286.051060184758,284.189312153988,246.554763794275,235.899243789561,222.612683687751
584,"MHL","Marshall Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,"MTQ","Martinique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,"MRT","Mauritania",1048.45789438086,1027.71291220964,1057.81742338046,983.778256523205,1047.5359082701,891.642528954216,832.03237521586,849.65431111156,297.308658890945,293.568994516851,297.433767970406,311.342817682032,323.349171613459,307.219016386305,312.813333129894,285.323672815428,232.530416304698,254.025842452185,261.250277751022,261.240994995,223.875329140459
480,"MUS","Mauritius",313.188174187301,302.390451673706,311.463629979385,301.864724010397,259.50273753222,274.456948287361,271.749254976037,258.435534536828,264.068876029839,284.544760851273,287.010171774847,293.535918405847,283.915962259867,283.432144167435,264.040280802413,269.829370395259,278.509513409455,263.087678358146,248.08372377647,230.9365317702,255.974225045327
175,"MYT","Mayotte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,"MEX","Mexico",586.508874819159,564.456893476091,534.751430949267,516.471453187074,511.415187903386,501.931051408646,489.533162882084,474.743071802995,467.447930442322,454.832930446262,411.727364404984,407.530906832082,403.12937220153,353.354710105711,339.664088341989,336.279705735085,303.961432545009,297.09147369586,296.679646061111,280.907454645887,242.530541012216
583,"FSM","Micronesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,"MDA","Moldova",2486.70452354329,2310.31557610044,2616.67766603352,2133.67635275064,2410.22936661251,2064.39925027411,1796.93668268201,1614.53666633611,1510.69765523716,1258.41959999077,1093.23828203655,1055.59572207689,924.469601594396,932.82795803098,894.637442493877,852.461684582909,766.217969549266,717.507166275029,634.096384520014,603.208961708903,541.580038346863
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",3340.57814052583,3992.73595242698,3755.50648469792,3496.85129100823,2922.36388668045,2669.14795732293,2170.92886799508,2010.12095878777,1925.06916156972,1855.23535179725,1875.0244744028,1775.92819854377,1789.53098005863,1587.27851791347,1425.79208052348,1308.01590785215,1301.26412793301,1212.69417089045,1103.80813344568,1150.49529011562,1071.91972384627
499,"MNE","Montenegro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.142885702891,281.535808675323,196.407046937344,223.563005666603,153.576947443078,255.043669442888
500,"MSR","Montserrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,"MAR","Morocco",458.655495911487,444.68384225369,480.106907524554,496.194917254853,468.885391621121,495.663148650313,456.688861506148,472.886588561169,445.520016355191,459.917063007746,451.699711066758,452.772876713449,442.50114712204,401.464342686928,411.646732501869,415.927559142469,375.826303760648,375.19502374886,359.239423483292,337.095261735341,301.655659572233
508,"MOZ","Mozambique",268.737789032965,226.329800576571,254.330351602095,259.22306856397,213.221988015986,218.363469250393,203.070833931009,218.827048156034,162.053903877227,157.940659754589,196.134760935552,175.316654072869,157.911475736343,177.008888470996,158.64173582495,126.240386803893,125.828845198262,149.536479035559,129.517543487901,134.487594766535,116.740872872537
104,"MMR","Myanmar",17.5349789557502,257.831873506996,242.765328176544,304.73780002275,360.852007735184,400.779206006143,420.475486292799,431.492435445342,468.843135024457,477.892290593109,450.378227980176,342.203130966018,316.209961428811,337.381694367498,316.40977115964,264.486374046603,231.49491494915,218.478023179532,179.217369500125,135.130587155453,104.219590677558
516,"NAM","Namibia",1.7918204349998,245.785996942761,244.618576387464,284.322692551692,300.063294374876,300.535569093375,309.794329272231,302.404810934875,301.58934618457,252.063590950573,233.110406641779,279.044396918189,227.182610629645,228.128611795073,206.442331059079,228.133321752005,205.569138992306,195.75388130513,258.931079910674,240.496367174414,226.027176241512
520,"NRU","Nauru",2638,2638,2712,2712,2712,2784,2784,2784,2784,2712,2712,2784,2784,2858,2858,2858,2858,2858,2858,2932,3630
524,"NPL","Nepal",98.7286574503873,111.255590852393,113.518719598587,117.553027848449,129.760023095504,136.214236638649,129.883058237933,135.418277794248,137.608998997152,177.847703259093,166.338860046669,164.881305666941,131.076554409551,133.392166663468,113.928103784617,122.316592315039,94.6057113424571,91.0597977915793,95.3997853765004,105.076954415034,101.706138124903
528,"NLD","Netherlands",610.35252340144,606.531939222103,573.042298807839,566.305266309591,546.532369091513,523.736284883529,514.017922952364,468.928314744323,443.233012209057,405.584313099192,376.704330685961,370.001376445774,352.984924155473,364.041240319117,348.825295295629,320.953009333201,291.498316362893,273.182136521034,261.341761139426,266.13840722176,270.068860338294
530,"ANT","Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",489.835579473312,479.710138603053,483.831174625205,477.650806139243,452.269544388252,431.804986512841,434.102444027181,447.053376711061,422.166967919823,412.522566673149,391.842783764806,393.457369164156,359.000776627835,357.999069112164,344.271200579981,323.993041616486,297.033636443895,275.640341296368,277.168628971042,251.755316659125,236.981746415709
558,"NIC","Nicaragua",322.282532047468,259.559589078781,295.842794940361,289.230037286305,299.179772971964,302.537312809059,288.642909984357,290.612663589909,309.635106960753,303.756141972148,296.65340818559,297.154035638339,296.777535362918,309.660695745528,283.168423310981,267.90838110308,250.886844011851,239.99744932734,216.91789976103,222.81187341155,212.003241096994
562,"NER","Niger",210.72902675699,195.333868143647,196.374868879547,212.438258847672,198.498317387924,199.400801869565,209.064532536138,198.905141292776,188.578920586709,183.71336952061,137.434566130011,120.266090421502,122.632643234552,123.312397623507,131.797134007378,104.503292489554,94.4164594605543,90.154802805433,89.3905175479836,112.571880387003,134.634535739583
566,"NGA","Nigeria",784.5553619413,783.943664576745,816.842077474084,777.846213474436,707.695861278161,653.612861109145,657.935061278324,594.234607925025,513.412035546177,502.017098584024,471.76653020717,510.029649500547,502.703195722315,432.341091078424,385.869192658835,417.247242910048,357.824088056646,315.153217186468,284.758145863513,209.568451340836,122.167068123445
570,"NIU","Niue",369.63036963037,369.63036963037,369.63036963037,369.63036963037,369.63036963037,369.63036963037,369.63036963037,369.63036963037,369.63036963037,369.63036963037,369.63036963037,369.63036963037,369.63036963037,369.63036963037,369.63036963037,369.63036963037,369.63036963037,369.63036963037,369.63036963037,369.63036963037,349.65034965035
574,"NFK","Norfolk Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",3138.5725,3005.3225,2653.03,2448.78,2243.53,2106.03,1863.03,1677.2025,1506.345,1643.58,1774.0925,1839.3025,1761.8175,1800.225,1839.415,1919.49,1954.01,1628.895,1806.375,1726.9425,1574.75
580,"MNP","Northern Mariana Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,"NOR","Norway",398.991462427772,385.691882758173,367.857948023442,378.3703216698,338.1252189651,325.804974523348,282.771712920338,287.012987012987,302.945971314242,302.69839359846,241.783143519203,235.854860385247,211.025752323417,243.019183224979,206.495231258332,179.312866161043,165.743843858221,155.847491486083,159.228628475309,165.637557507003,139.447124370316
512,"OMN","Oman",634.302023919771,825.18594320286,660.916401201605,643.545173554095,593.598673084062,564.656071365461,554.914142188843,580.98789351889,544.509617087997,578.232593777117,584.324857630035,560.771124040726,561.267391765561,579.035171555981,562.302761220738,568.75304050927,693.243597901838,683.797863012548,618.485800110257,569.566851338087,522.989958602301
586,"PAK","Pakistan",508.038511499962,467.757410351279,465.399400052447,481.21636333442,473.858320791665,469.44101798351,470.492734223682,470.951459370553,458.761382955046,471.45648552519,452.152944209854,438.396631312742,416.757007359901,405.700551433438,408.315079868444,381.062828056027,376.98646152031,385.183376976906,363.52916593453,358.598603101895,291.539634146341
585,"PLW","Palau",527.593697967958,527.593697967958,552.04068486976,595.898533308379,544.275838575021,495.769998074182,455.237016849448,436.585619845965,422.095313303801,439.74164220994,429.140923056816,624.974132399123,598.527737485504,601.746498803699,548.014517585411,522.457612569598,543.642822942116,543.989334199128,562.009193223107,623.187395812387,619.686205625986
591,"PAN","Panama",256.727757599901,258.615940115951,278.962826759744,268.047892913366,280.922655600351,280.710141647439,277.760004949957,270.974084095863,313.051500985334,282.317593667684,273.970764877485,307.749476055765,261.267470283272,259.144013310687,224.61173094906,244.371807480083,232.266165372997,197.946574744501,168.22793193104,186.4327972006,170.276223858784
598,"PNG","Papua New Guinea",422.632890416831,359.734210567398,307.80920743544,247.557467932525,250.019553556677,236.559034210196,228.549440775881,275.648395987558,313.679614303342,263.915154485399,288.550642680325,339.538655085803,363.889935465101,393.982045263677,421.331037478233,405.561097231399,381.161790404257,368.710380360916,239.71732749719,225.474038359996,194.53971839793
600,"PRY","Paraguay",150.864237339663,137.625708306254,154.507333639093,170.851311613502,189.506392581495,193.133438295979,184.301993627708,193.212427868696,200.328930945825,200.16842816378,164.614653603,168.226060231035,169.200193519621,165.840751218505,155.973635777718,138.523092525536,137.16896295163,131.201983605259,118.356760508351,133.303174328602,123.129905812789
604,"PER","Peru",282.743552073621,258.279993357282,254.329395854009,264.311439453027,244.32760196152,243.262108814519,243.189800962664,217.939465288086,227.395903020654,237.351649533135,222.797112617359,202.952346609175,191.777316089516,174.87885760693,188.97946386581,184.190731577064,156.156294218912,151.944405191158,151.588913348984,148.263542373558,151.899284327645
608,"PHL","Philippines",367.342015127101,369.112041866879,404.581441816525,399.033023024787,423.389644382935,442.088336493224,437.942948032646,449.306556250722,438.269669155339,412.535532043705,396.683837559391,365.497012939648,368.166810536121,347.169339133284,313.737063691229,300.810002030752,262.340053327314,244.30038321074,241.436625928241,221.974997336364,207.387589305823
612,"PCN","Pitcairn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
616,"POL","Poland",1624.82651867618,1666.90417140534,1552.14553050744,1458.17029416836,1286.26255914397,1213.5411856889,1157.18886743887,1040.43084267759,902.632218106746,834.144275784912,747.289208775445,720.096289948752,673.28949332899,666.557636208011,614.201359738924,585.284149338788,562.303624798835,499.849161459891,463.909548996719,421.970782969561,398.807889886671
620,"PRT","Portugal",383.562915112365,367.938237200805,386.802307135361,375.492873047605,368.380637023021,395.71831695268,368.189811663263,362.781882385801,373.646726330664,389.954673023403,357.738661156389,339.114007745348,345.729268464693,311.730375560979,312.651318944844,299.899303553209,252.518803496256,244.099846060913,227.555188137948,226.65863123014,177.181652591489
630,"PRI","Puerto Rico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,"QAT","Qatar",1002.63665594855,1166.63125840946,1046.4406779661,1071.92431005218,1024.42632850242,1026.78235059079,994.50286309214,899.41855834329,862.895943944812,849.475388819541,712.168950792782,785.630908964523,744.302016912789,768.967760187494,751.790142017363,818.862882742049,694.877225827776,643.704508509695,567.558007368504,552.415270406216,475.876276566887
638,"REU","Reunion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,"ROU","Romania",1480.51028464575,1346.92843630323,1299.69861003708,1222.35102977015,1096.2388742748,1079.94742030891,1000.19386580779,937.84230425074,866.330938844819,749.711695497117,714.419164692643,669.742084442004,643.183854449378,614.168862275449,513.934768255645,476.641632967456,427.506645224188,374.653719311103,302.553928153707,259.804155340423,237.98125377948
643,"RUS","Russia",1966.7446439691,1955.16605956717,2062.81579619336,2041.0420481091,2009.78082146539,1970.42749945886,1982.53592851022,1817.01956513228,1855.11419198035,1762.82678856513,1561.8408732604,1453.56475362535,1340.51959406178,1203.9469731503,1102.28776431972,961.041650704591,790.616447680341,702.485036484078,601.704190118824,581.062764573292,534.70184075632
646,"RWA","Rwanda",183.96123261888,168.690884854194,157.889967776159,170.072590485454,321.644350081061,231.055245456076,207.391487847928,183.906848570488,164.725068274732,157.800072628701,146.487769459337,131.813520583263,114.268893210716,109.141446537991,99.800713007405,88.5978914275684,79.0672463351745,74.4428890863165,64.1715310931588,61.7562030669091,59.9011972093131
654,"SHN","Saint Helena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",201.219512195122,210.632183908046,199.727520435967,213.417721518987,206.823529411765,212.249443207127,211.546391752577,193.584905660377,189.648798521257,179.68476357268,165.217391304348,273.841554559043,285.982658959538,325.147928994083,309.115646258503,308.959156785244,285.975609756098,281.581920903955,265.106382978723,286.453744493392,293.478260869565
662,"LCA","Saint Lucia",197.959183673469,200,215.094339622642,227.2,254.387656702025,287.800369685767,294.201605709188,272.679509632224,255.647840531561,251.617995264404,257.65625,291.091492776886,257.786561264822,265.410199556541,237.408149632599,227.436374922408,202.207505518764,203.007915567282,194.351669941061,186.656962639495,197.181079789775
666,"SPM","Saint Pierre and Miquelon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,"VCT","Saint Vincent and the Grenadines",184.439359267735,167.538126361656,167.92828685259,196.175908221797,233.397683397683,230.191972076789,229.441624365482,218.709677419355,248.717948717949,241.750358680057,217.079889807163,237.748344370861,229.60687960688,217.713004484305,191.707798617966,185.126286248831,172.369546621044,162.5,159.79381443299,161.977491961415,158.813972380179
882,"WSM","Samoa",408.088065719,403.966798600386,407.8800450851,383.409786406137,363.605878486432,363.815097676431,333.243770596065,324.335162354311,312.362041701699,317.638797822831,290.50262413003,272.302684139065,256.638245260304,252.170523108406,239.824309703545,228.238042999872,216.796288041578,211.690448732248,198.571923742654,207.420333741193,212.846040981629
674,"SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe",600,605.217391304348,615.966386554622,595.934959349593,572.65625,578.195488721805,557.246376811594,541.549295774648,548.299319727891,574.509803921569,559.872611464968,540.19450111107,604.833313591661,573.770689510627,551.773696802741,593.00370701743,545.969531311745,520.2052946615,466.607979393829,444.654793061289,441.458635397911
682,"SAU","Saudi Arabia",716.556115441597,806.648198340246,834.515291348291,819.806341245879,856.091415719461,862.80747057619,859.184999719602,712.989122891141,728.488539180363,737.119289149497,719.124339329025,728.904334832178,784.900270394122,736.920045468096,776.122648736986,701.475910693302,703.669952288104,582.750325418925,558.22761285565,559.727034576585,592.840449545748
686,"SEN","Senegal",1300.55133151756,1150.31456624688,323.022836177554,306.648199193431,298.092487544214,297.562969446074,296.450313873216,310.681864854535,317.872336604225,316.685367725053,335.19505958356,359.073925215938,353.777258696771,312.346955950694,344.826217682128,331.172281408869,320.079443258658,314.695215886329,299.304631312135,298.966464607307,228.067982798174
688,"SRB","Serbia",1406.52520269145,1179.94628078987,1093.38034187788,942.63226883852,862.690108893406,1014.35180661785,1155.50682046379,1238.87507297798,1225.52153266608,936.14131555502,966.06004066862,956.218939939995,967.653381825469,992.90568475018,968.639941670187,801.754900503412,802.17505646544,732.594658004628,643.278850065522,599.702919429284,573.064925853333
690,"SYC","Seychelles",161.28267303451,190.942264375572,201.3502913432,181.390363398594,207.772259206749,208.25149807855,203.03846309008,372.153298292745,359.594832945943,405.685979868092,419.183571334296,476.572598209953,391.538634802597,420.379173106844,582.043414968407,465.396352015629,440.265301929466,325.452259306199,355.006464258793,380.910086473541,467.600586380378
694,"SLE","Sierra Leone",135.088840266282,154.135715471435,85.924629627756,82.941177159997,109.588253911918,116.409147379969,125.391930512757,135.2116239539,120.791740293688,117.056887816743,155.776300991728,917.789196206517,1248.6548288121,5367.00790412721,1029.06217146382,172.359029748585,339.854428434971,1907.25203076559,154.470617255992,237.539924029781,219.855835462588
702,"SGP","Singapore",529.438884462754,560.502572495274,613.828372135165,668.973525491925,733.950150079306,555.084057319617,539.228996397722,508.476193811617,464.720886103879,393.792284380375,376.745998485417,411.454007229669,349.528480078026,391.095974117027,416.153233340402,234.711222017287,222.734184214164,170.168196660711,186.217900615329,231.519298536381,213.495001034737
703,"SVK","Slovakia",2102.8105207658,2155.17832521928,1341.347366446,1189.24682487084,1036.8208713995,982.197628841965,911.127179400718,842.802857308484,770.882175980187,744.44345522554,656.507530605681,623.800588928104,579.7405736671,553.968068805868,506.686444131563,465.902970017921,405.287410399606,338.663410301954,310.709305198065,288.376756787728,277.987371430841
705,"SVN","Slovenia",586.595139525202,585.445285678597,610.130732340112,610.529204267919,573.473998186969,567.669456031288,554.280119731884,547.794253251633,497.688185494425,465.207015301044,418.095236517087,420.942023500641,398.951059877927,386.406794136621,361.332991920444,345.743488135514,325.437649852084,302.049012835391,297.243431016149,289.019011384161,281.559122867915
