code,iso,country,TCEEZ.1950,TCEEZ.1951,TCEEZ.1952,TCEEZ.1953,TCEEZ.1954,TCEEZ.1955,TCEEZ.1956,TCEEZ.1957,TCEEZ.1958,TCEEZ.1959,TCEEZ.1960,TCEEZ.1961,TCEEZ.1962,TCEEZ.1963,TCEEZ.1964,TCEEZ.1965,TCEEZ.1966,TCEEZ.1967,TCEEZ.1968,TCEEZ.1969,TCEEZ.1970,TCEEZ.1971,TCEEZ.1972,TCEEZ.1973,TCEEZ.1974,TCEEZ.1975,TCEEZ.1976,TCEEZ.1977,TCEEZ.1978,TCEEZ.1979,TCEEZ.1980,TCEEZ.1981,TCEEZ.1982,TCEEZ.1983,TCEEZ.1984,TCEEZ.1985,TCEEZ.1986,TCEEZ.1987,TCEEZ.1988,TCEEZ.1989,TCEEZ.1990,TCEEZ.1991,TCEEZ.1992,TCEEZ.1993,TCEEZ.1994,TCEEZ.1995,TCEEZ.1996,TCEEZ.1997,TCEEZ.1998,TCEEZ.1999,TCEEZ.2000,TCEEZ.2001,TCEEZ.2002,TCEEZ.2003,TCEEZ.2004,TCEEZ.2005,TCEEZ.2006
178,COG,Congo,0.010585743,0.010613936,0.011087939,0.011295788,0.011958896,0.01334232,0.013679154,0.014099339,0.016166542,0.024544039,0.026505821,0.021483856,0.035288793,0.027625139,0.064961459,0.099747487,0.100126569,0.112008405,0.109654693,0.119487577,0.099245233,0.069270667,0.085167278,0.057061983,0.061648088,0.075826866,0.061133152,0.058985134,0.123615644,0.08762418,0.134519171,0.124488096,0.103196063,0.123485292,0.096289481,0.050256478,0.050498117,0.053117881,0.076418993,0.105770541,0.113915809,0.164940731,0.170132423,0.169685997,0.086715119,0.089205641,0.096290504,0.080221603,0.074965216,0.072667475,0.083073629,0.121902478,0.174591135,0.235782375,0.193688942,0.210277681,0.288927718
184,COK,Cook Islands,1.41E-07,1.41E-07,1.41E-07,1.41E-07,1.41E-07,1.41E-07,1.41E-07,2.82E-05,2.82E-05,5.64E-05,5.64E-05,5.64E-05,5.64E-05,5.64E-05,5.64E-05,5.64E-05,5.64E-05,5.64E-05,5.85E-05,8.64E-05,0.00043672,0.000395339,0.002659649,0.002408078,0.002745179,0.002416434,0.002684242,0.000136527,0.000109773,0.000119737,0.000123916,0.000129387,0.000133567,0.000136629,0.000137642,0.000138427,0.000139229,0.000115595,0.000119792,9.52E-05,7.18E-05,8.96E-05,6.11E-05,6.60E-05,3.01E-05,2.68E-05,3.04E-05,1.74E-05,1.43E-05,1.62E-05,1.51E-05,1.39E-05,1.27E-05,1.19E-05,1.19E-05,6.88E-06,7.17E-06
188,CRI,Costa Rica,0.000524463,0.000524463,0.000524463,0.000524463,0.000524463,0.001048926,0.001048926,0.001050237,0.002099164,0.003671242,0.005769094,0.005769094,0.005769094,0.006326997,0.010010426,0.008943251,0.009462379,0.009498123,0.012637727,0.010241795,0.016911752,0.023966853,0.031164804,0.031644469,0.032675695,0.018941431,0.015880779,0.011863169,0.013485479,0.016016761,0.019035482,0.024851046,0.024062675,0.014082693,0.023380324,0.045643475,0.045917996,0.031563622,0.028949949,0.026362541,0.025105936,0.012642821,0.016395808,0.022901091,0.025317411,0.023621427,0.023020726,0.018215033,0.014799689,0.017140274,0.013441651,0.011329519,0.011769314,0.012764847,0.013537899,0.013843376,0.013843376
384,CIV,Cote d'Ivoire,0.003679501,0.003717355,0.006116186,0.006149506,0.006346572,0.006304755,0.008377655,0.009888636,0.010210319,0.014780918,0.018514793,0.01767352,0.020339612,0.019430777,0.030784949,0.035518636,0.036027974,0.037318961,0.03759707,0.037729048,0.01822489,0.027054911,0.02780522,0.024455161,0.024813128,0.035522183,0.031205562,0.018879088,0.021984544,0.019251535,0.005731483,0.00590181,0.005735424,0.009258642,0.008862379,0.009777224,0.011066891,0.008832425,0.024834344,0.024165781,0.027046856,0.024955591,0.025688853,0.020663871,0.007653363,0.008703634,0.007662604,0.007646251,0.012114869,0.014914953,0.018074642,0.009350405,0.013960693,0.01127966,0.009231394,0.007327958,0.006662833
191,HRV,Croatia,0.054978811,0.060481285,0.056581207,0.051453148,0.068634178,0.088403407,0.094775052,0.103703575,0.217316763,0.193735569,0.181326839,0.173552816,0.190270087,0.151131593,0.24175926,0.205210732,0.191640129,0.179247503,0.166809679,0.148289628,0.284945146,0.296553219,0.321200436,0.243119695,0.338094059,0.456758626,0.406058379,0.275195022,0.238153117,0.309113503,0.36749459,0.36421187,0.45110549,0.433761237,0.452240519,0.416436554,0.426552459,0.471681855,0.425264012,0.370505013,0.331453682,0.365253748,0.441249252,0.382249659,0.333040457,0.40696326,0.40536269,0.360848189,0.323776167,0.357476109,0.37512689,0.380534863,0.301756399,0.413208278,0.37547389,0.30021405,0.30083358
192,CUB,Cuba,0.005604655,0.004515816,0.004530857,0.006997327,0.005005098,0.005920232,0.008357971,0.007903492,0.006140269,0.005222534,0.013289414,0.011207944,0.01664469,0.015306167,0.018597362,0.015578153,0.017504804,0.01820739,0.019814517,0.022137241,0.03098672,0.034963805,0.044332287,0.045815522,0.05383183,0.057453217,0.05903175,0.051795261,0.047836862,0.047502796,0.044802916,0.041030963,0.049924211,0.050643855,0.050111009,0.052751043,0.051312364,0.050493621,0.049993782,0.047434214,0.037348804,0.035170123,0.033008326,0.027696963,0.030579102,0.030837726,0.029838693,0.034141697,0.029763937,0.027569272,0.021055675,0.015002659,0.01295276,0.011551432,0.012194161,0.012936004,0.01165199
196,CYP,Cyprus,0.002102305,0.002987456,0.003824031,0.00520387,0.006558577,0.007302926,0.007728435,0.008591425,0.0190817,0.017353339,0.015883267,0.016620361,0.017004074,0.015448396,0.024138114,0.020821591,0.021491522,0.020347251,0.019429739,0.017362647,0.006475055,0.008068236,0.011793853,0.011474196,0.009814739,0.007055861,0.008721423,0.00914328,0.011873661,0.014369564,0.013766551,0.013396099,0.012529654,0.016034951,0.016498793,0.018291011,0.017581575,0.019816891,0.023173962,0.026013531,0.02548714,0.026245489,0.024787779,0.027526497,0.026461594,0.024104741,0.022962666,0.024301856,0.023512173,0.025365514,0.022791318,0.023886517,0.024737556,0.002111777,0.001635318,0.001926801,0.023512607
203,CZE,Czech Republic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,COD,Dem. Rep. Congo,0.352189687,0.334637573,0.321544057,0.486614515,0.437384938,0.766049924,0.698375067,0.928754706,1.050901483,1.188007919,1.594504105,1.523579173,1.576678057,1.920079662,2.29846046,2.342090153,2.521022314,2.382129097,2.24156485,1.999739736,1.148509313,1.068197309,1.053734794,0.875308854,3.615557446,13.75178019,6.320059901,0.905892685,0.98255348,1.333887498,1.054921013,1.124668057,1.157048002,1.061049705,1.253921869,0.117504777,0.047231773,0.061658259,0.061748431,0.061658259,0.061658259,0.123316518,0.123316518,0.138731082,0.123368248,0.12686069,0.129675029,0.124857974,0.127940887,0.123316518,0.154145647,0.138731082,0.138731082,0.138731082,0.138731082,0.138731082,0.138731082
208,DNK,Denmark,0.621315558,0.780759101,0.817976895,0.869523999,0.467294135,0.55976172,0.662807788,0.721888131,0.759034678,0.928502148,0.781292689,0.831807222,0.979293763,2.389497516,2.391237637,2.39498478,2.44245681,2.621486772,2.779274705,3.613976674,3.739549055,4.424898585,3.993461328,3.543341629,2.763560312,3.141419836,4.588479107,4.615969836,6.050065042,5.192074338,5.28836177,5.19799952,5.147528974,4.916057681,5.884085065,5.607227471,7.145947671,4.995581205,7.183099708,7.915929841,6.053033961,7.653321476,8.708010273,5.57719858,7.788654768,7.273637578,6.131256879,7.682081143,5.950068608,5.152103691,5.315753192,6.347891964,6.432799628,2.834255765,3.237355794,1.819279941,2.607846758
262,DJI,Djibouti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000419364,0.000477902,0.000552063,0.000728442,0.000495749,0.003341728,0.003646293,0.004223099,0.003675185,0.003283719,0.003225544,0.004722126,0.007889528,0.010364806,0.01025927,0.007245575,0.016831329,0.035932553,0.030323731,NA,NA,NA,NA,0.003936932,0.003238793,0.003253187,0.002490271,0.002267154,0.003109241,0.002288746,0.001684172,0.001417871,0.00155462,0.001691369,0.001792131,0.002051234,0.002051234,0.001727355,0.001547422,0.001547422,0.001547422,0.001547422,0.001547422,0.001547422,0.001547422,0.001511436,0.001511436
212,DMA,Dominica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.96E-05,0.000122262,7.82E-05,6.75E-05,0.000129502,0.000109135,0.000126425,0.000206522,0.000226845,0.002921876,0.002827542,0.00343043,0.003233815,0.002852914,0.004957604,0.019900479,0.025652049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.71E-06,1.11E-05,2.08E-05,2.23E-05,6.13E-05,7.05E-05,7.05E-05,0.012901423,0.010050096,0.010050096,0.010050096,0.010050096,0.008624433,0.010050096
214,DOM,Dominican Republic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.90E-05,0.000145797,7.31E-05,6.82E-05,0.000725398,0.001279286,0.001298568,0.002381983,0.002600919,0.005560219,0.004707417,0.007309382,0.00724522,0.006102113,0.001283225,0.002289777,0.003733199,0.005470755,0.008886015,0.007703604,0.008148408,0.009128814,0.009352992,0.007389824,0.003918627,0.008009814,0.022323811,0.020593651,0.017621558,0.011831596,0.010901101,0.020746515,0.0116108,0.008717839,0.008697183,0.011449003,0.006035861,0.007970245,0.006365098,0.013484534,0.010144995,0.007032615,0.007010846,0.006676659
218,ECU,Ecuador,0.000290236,0.000338609,0.000386982,0.000435355,0.0005321,0.000677218,0.000967454,1.21E-07,4.84E-05,4.84E-05,0.000193491,0.00067371,0.001540911,0.001920876,0.002946486,0.003367807,0.00187952,0.00187952,0.00187952,0.001395793,0.001395793,0.001492538,0.00177225,0.001913023,0.002008818,0.001600999,0.001841802,0.001652103,0.001957938,0.002144413,0.002162092,0.002026842,0.002265803,0.002200629,0.002458015,0.002602996,0.001844941,0.000915759,0.000996443,0.001035778,0.001250714,0.001953733,0.003347229,0.004934116,0.006471719,0.004953811,0.000609314,0.000787248,0.000510323,0.005111067,0.010161876,0.003365845,0.003326032,0.002929155,0.002318833,0.003137964,0.017113564
818,EGY,Egypt,0.026632562,0.029331946,0.031746258,0.034188787,0.045776727,0.050563635,0.052317944,0.071205334,0.125102298,0.116823579,0.059013386,0.05853398,0.065185258,0.048324855,0.087141806,0.073953809,0.067785994,0.059043396,0.052429996,0.043730711,0.01273533,0.014805254,0.021595266,0.020665128,0.020205902,0.017225382,0.022901031,0.030877261,0.032648668,0.036253448,0.036864706,0.056255015,0.016133234,0.015878522,0.015353026,0.014810777,0.01744138,0.015556502,0.026748169,0.035384989,0.031798149,0.037048289,0.035150602,0.044010117,0.041898425,0.040464687,0.046487323,0.048252927,0.046164077,0.058022649,0.05561881,0.059052611,0.060462901,0.056069652,0.055118216,0.064230362,0.028311909
222,SLV,El Salvador,0.010665467,0.011921533,0.013292294,0.015112557,0.01294691,0.015270453,0.022324658,0.010665466,0.02773021,0.03092985,0.046928047,0.055460419,0.057593512,0.059726605,0.067192433,0.063992787,0.077857892,0.062926241,0.055463994,0.056632512,0.063124038,0.056496544,0.073238684,0.090946946,0.058122437,0.063429114,0.061114732,0.059762024,0.115048158,0.10492589,0.091431238,0.14581164,0.171995805,0.025639964,0.072756956,0.030419868,0.035222675,0.027909913,0.032079748,0.03595176,0.026483395,0.024472488,0.02913459,0.045522575,0.046367199,0.056162309,0.073499709,0.049387925,0.0544326,0.033052824,0.024754584,0.026185166,0.029844474,0.030707419,0.027271259,0.026748635,0.026335383
226,GNQ,Equatorial Guinea,0.000661266,0.000669946,0.000743758,0.000773392,0.000892505,0.000882598,0.000965536,0.001178118,0.001400029,0.00221244,0.002517913,0.001975771,0.003749359,0.002229301,0.008621423,0.009832427,0.010159999,0.012571984,0.012566733,0.014268705,0.004182417,0.004212298,0.002721174,0.003870766,0.004112768,0.006276266,0.007567938,0.007202052,0.010667352,0.007697953,0.024433735,0.035085363,0.059965797,0.0629586,0.002010737,0.001537568,0.028346707,0.03322354,0.016534959,0.048588698,0.030044657,0.028191228,0.032907104,0.031161485,0.033758432,0.04352043,0.043844397,0.003029877,0.002026561,0.002339816,0.00027238,0.000260183,0.000235901,0.000235901,0.000204551,0.000180745,0.000169024
232,ERI,Eritrea,0.006352975,0.006352975,0.009529463,0.009529463,0.009529463,0.013976545,0.013976545,0.017153032,0.017497878,0.017497878,0.020093461,0.020674365,0.023215555,0.027190519,0.035658249,0.048019354,0.046140658,0.044870063,0.04134873,0.04134873,0.05220318,0.051567883,0.036668765,0.007387511,0.012152242,0.006352975,0.001048241,1.38E-05,NA,NA,0.001489773,0.000628945,0.000635298,0.000635298,0.000952946,0.000794122,0.000952946,0.000794122,NA,NA,NA,NA,NA,0.003979544,0.018309802,0.010761974,0.003657619,0.000496008,0.001931251,0.031486823,0.052410132,0.041095485,0.029404318,0.021100769,0.029752885,0.018466614,0.03625346
233,EST,Estonia,0.128045596,0.117922263,0.089543827,0.057106997,0.048370497,0.070924327,0.071398046,0.063194754,0.04931486,0.058730615,0.052445159,0.044087492,0.056028971,0.0601794,0.069346136,0.06687428,0.069281778,0.089321696,0.104494077,0.095774771,0.078948442,0.071511139,0.075370583,0.068247872,0.065752236,0.065953914,0.070148853,0.075906384,0.080564789,0.084902061,0.070632448,0.066987984,0.065968539,0.051319347,0.043929812,0.04030452,0.043530687,0.040130472,0.061137401,0.057953624,0.061576635,0.106311258,0.036811681,0.035098226,0.038894454,0.009765473,0.004477509,0.006883438,0.003081459,0.004992103,0.019017855,0.00896228,0.008032912,0.006818946,0.007169025,0.010326761,0.005371088
231,ETH,Ethiopia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,FRO,Faeroe Islands,0.060800223,0.185371742,0.196566951,0.265303314,0.232370185,0.150924109,0.239574286,0.289150687,0.298963147,0.257099465,0.315584761,0.15358517,0.189891368,0.204455073,0.205009056,0.315505269,0.223876223,0.182934956,0.183875285,0.237309324,0.254973439,0.254469524,0.266474161,0.345079035,0.308069484,0.302739953,0.299299778,0.254353394,0.209070579,0.18556046,0.184287515,0.185239798,0.188367375,0.226054371,0.282996986,0.259610113,0.244392074,0.236929269,0.250371795,0.254679404,0.326043398,0.312002176,0.266611599,0.2449256,0.217794363,0.22038299,0.186453806,0.221341247,0.284531777,0.283368096,0.05706085,0.32140509,0.354230813,0.335695607,0.324912256,0.425732173,0.41514936
238,FLK,Falkland Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87E-08,NA,0.006609185,0.095370974,0.027130902,0.002292479,0.007844152,0.015247648,0.018690715,0.02361631,0.027546071,0.018935387,0.0292623,NA,NA,NA,NA,NA,NA,NA,NA,5.45E-06,0.103194855,0.463982236,0.289963761,0.262871346,0.260181909,0.309707406,0.274764015,0.35352049,0.313499161,0.60257355,0.419439489,0.213828529,0.177454192,0.266612482,0.272396755,0.195424532,0.10247528,0.132124007,0.072016439,0.114778113,0.088177615
242,FJI,Fiji,0.000238113,0.000238113,0.000238113,0.000310713,0.000310713,0.000316175,0.000310717,0.000279496,0.000352091,0.000352091,0.000393469,0.000393469,0.000393469,0.000477558,0.000485188,0.00046607,0.00046607,0.00046607,0.000507448,0.000507448,0.000755894,0.000755894,0.000787212,0.00075626,0.000790136,0.000820607,0.000752113,0.000705459,0.000767597,0.002509375,0.002560357,0.001637163,0.001755633,0.00163379,0.002036675,0.002119611,0.002712813,0.002851614,0.003117371,0.002465377,0.003312608,0.002493335,0.002143289,0.002442604,0.002530163,0.003183894,0.002606642,0.003870621,0.004005324,0.005051748,0.004623498,0.004826892,0.002810215,0.00043064,0.000862276,0.000971099,0.001110276
246,FIN,Finland,0.021009427,0.021691303,0.030986359,0.036371203,0.056322985,0.111975306,0.121943675,0.115777613,0.097098357,0.12303727,0.117474074,0.098006756,0.119369847,0.115242629,0.125338506,0.124470776,0.130906477,0.113288634,0.116126432,0.107482673,0.092779708,0.096148225,0.103972418,0.113613435,0.099153837,0.11399823,0.103507537,0.100402098,0.09962582,0.107871231,0.089750406,0.08651243,0.080678262,0.076954262,0.05767034,0.058425774,0.062982349,0.058406656,0.086930283,0.080946816,0.083412267,0.152771997,0.055311268,0.047704785,0.053417511,0.018880048,0.013083381,0.011761983,0.005794751,0.041499024,0.015397185,0.01414938,0.013285078,0.009308797,0.005960538,0.002826729,0.002004945
250,FRA,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.83336685,11.43207457,6.792672034,6.468776891,7.103802367,5.669828823,6.346811409,7.399209166,7.496909029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.663932216,8.241307997,12.12345378,13.09492303,10.0948946,9.77936377,9.421040631,9.077970286,8.6687067,7.516967784,5.739556819,6.906564185,7.557332709,6.970681092,6.669705933,6.819649771,NA,NA
254,GUF,French Guiana,0.002986212,0.002986212,0.001493106,0.002986212,0.002986212,0.002986212,0.002986212,0.002986212,0.002986212,0.002986212,0.001493106,0.002986212,0.002986212,0.002800824,0.003442019,0.002107009,0.003513706,0.004630956,0.003518575,0.004072252,0.028081562,0.030647794,0.041365539,0.0450483,0.046014517,0.047572682,0.068960405,0.002777177,0.000761484,0.002239659,0.002060486,0.005061629,0.007973185,0.006689114,0.00776415,0.009570808,0.016558543,0.041732307,0.03867144,0.044494552,0.054946293,0.052631979,0.059530128,0.05122846,0.063331868,0.066520176,0.065357403,0.061248587,0.062845285,0.056305135,0.040866421,0.040298925,0.04601752,0.053229221,0.050228079,0.053664201,0.041632442
258,PYF,French Polynesia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28E-06,4.38E-06,1.35E-06,4.39E-07,7.82E-05,0.000163819,0.000610559,0.000487334,0.003846279,0.003501672,0.003763929,0.003567819,0.004593257,0.006033587,1.68E-06,8.39E-07,1.77E-06,1.15E-06,5.32E-06,6.12E-06,6.22E-06,1.84E-06,1.81E-06,3.70E-05,3.96E-05,7.24E-05,4.57E-05,3.15E-05,2.85E-05,1.56E-05,5.66E-05,6.64E-05,5.67E-05,4.28E-05,4.04E-05,0.000339574,8.71E-05,9.90E-05,9.24E-05,9.68E-05,0.000117254,9.71E-05,6.54E-05
266,GAB,Gabon,0.004001777,0.004050335,0.004481103,0.004657789,0.005328615,0.005265975,0.005793502,0.006158371,0.007509716,0.012616777,0.013776697,0.010939497,0.022120114,0.01431389,0.051341291,0.056882796,0.057567978,0.070883659,0.066405719,0.077577178,0.0067524,0.006891163,0.000383659,0.004420499,0.006061837,0.02375191,0.016241371,0.039100007,0.089366696,0.079136154,0.137556533,0.15226928,0.126719399,0.148346472,0.041537143,0.14353836,0.14151928,0.114616326,0.041455023,0.037648755,0.029579728,0.032636706,0.037599903,0.04748987,0.030680878,0.045138762,0.089650022,0.083900992,0.099731485,0.076333097,0.083289798,0.079281468,0.122670836,0.134901675,0.13678266,0.127411655,0.117962136
270,GMB,Gambia,0.00128359,0.001351865,0.001559358,0.001633868,0.001965551,0.001927665,0.002049224,0.002098882,0.002923012,0.006609344,0.007826527,0.004692179,0.0151064,0.010097624,0.029757465,0.040337555,0.041625276,0.053306981,0.046751996,0.054605432,0.025073946,0.034892137,0.081644529,0.059015396,0.139174296,0.145636594,0.118000215,0.161842485,0.156535996,0.11089823,0.160526776,0.153155137,0.062350614,0.071488271,0.10796194,0.324975048,0.366149418,0.491895005,0.384511998,0.474610528,0.536558251,0.467668892,0.330075957,0.071234892,0.062061365,0.106973529,0.071250561,0.117604584,0.098322711,0.101583483,0.142413126,0.283305806,0.264313029,0.21591259,0.229145839,0.324108034,0.309160786
268,GEO,Georgia,0.016922583,0.0484893,0.032373218,0.022129572,0.029861739,0.046672678,0.055425477,0.068946968,0.029946286,0.027627284,0.026202071,0.027788889,0.02891836,0.024928415,0.039152489,0.035700959,0.034166171,0.032886567,0.030205384,0.02762168,0.013040243,0.012309249,0.005632423,0.006498635,0.01382072,0.016875151,0.017509996,0.004377335,0.005387579,0.021902911,0.010140255,0.008508487,0.007910728,0.008818433,0.013689447,0.005402123,0.006838304,0.006601085,0.014418561,0.009855674,0.009788671,0.004547554,0.00044644,0.001096967,0.001192633,0.000931147,0.001422231,0.000369908,0.000338019,0.000289241,4.49E-05,0.000270199,0.000529456,0.000322864,0.000217073,0.000223451,4.59E-05
276,DEU,Germany,0.786551265,0.690147448,0.595054987,0.662673238,0.5937734,0.693920104,0.676096733,0.763383701,0.693888578,0.848673843,0.97990606,0.816499513,1.204584336,0.877594989,1.012053206,0.930349064,0.779757873,0.62769355,0.719485829,0.831495687,1.111637985,0.995479855,0.92315082,0.87308177,0.760429426,0.781429605,0.967344514,0.786330107,0.95764154,0.82957178,0.74430114,0.689831819,0.94536585,0.873089045,1.142943784,0.960283929,1.0281592,0.897010694,1.197966696,1.531466722,1.166213986,1.495930546,1.410570244,0.961503492,1.503909711,1.20363446,1.165513261,1.933463185,1.526835316,1.454508536,1.264720215,1.644195458,1.654614136,0.660687479,0.84403761,0.476408668,0.602743653
288,GHA,Ghana,0.001376258,0.001406023,0.001514068,0.001557715,0.001775769,0.001733724,0.001955956,0.007089327,0.008327768,0.010418128,0.010879595,0.01162386,0.017046028,0.047148043,0.042203531,0.058618119,0.057908516,0.037196376,0.035657967,0.058016547,0.05129844,0.03165331,0.025443941,0.018818932,0.022919704,0.035995596,0.018786595,0.074373204,0.057259513,0.051801204,0.05078344,0.051188857,0.057356011,0.055148802,0.054299494,0.04289853,0.057613893,0.065828721,0.045199406,0.044704589,0.043745154,0.042702454,0.045750639,0.039895413,0.048520684,0.05119449,0.055710279,0.054458543,0.056256865,0.068186484,0.032345912,0.050134655,0.052205306,0.056701472,0.064797626,0.082778669,0.077586548
292,GIB,Gibraltar,0.007226356,0.010730822,0.013590809,0.01697324,0.022630627,0.026250703,0.027628377,0.030662126,0.070361039,0.064029169,0.057724391,0.059526945,0.061250664,0.049418686,0.081696424,0.072217766,0.067656415,0.062543797,0.057455056,0.04971106,0.003289047,0.003596869,0.003609722,0.003729889,0.006212675,0.005315258,0.006323022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,GRC,Greece,0.029700809,0.024578938,0.024576302,0.031321886,0.037419524,0.039295708,0.040790634,0.043433508,0.060606386,0.062769425,0.065167564,0.064010646,0.060355967,0.055840039,0.05638092,0.052777292,0.049210082,0.048704591,0.048502194,0.047041739,0.030142657,0.029478931,0.034124775,0.041126879,0.04440334,0.049331092,0.055486204,0.05645269,0.056759705,0.053305413,0.054525134,0.054834637,0.062167924,0.066704769,0.070518197,0.078327944,0.082858153,0.082009747,0.081743395,0.086736877,0.084706294,0.087324411,0.090277053,0.095092875,0.117828216,0.108405845,0.102986263,0.101396199,0.082356109,0.078895992,0.077503782,0.072278515,0.07393491,0.075946795,0.058025153,0.066736628,0.133426761
304,GRL,Greenland,0.014066479,0.023246783,0.035938353,0.048163579,0.071271006,0.077075705,0.070666951,0.07047158,0.068592102,0.073678949,0.102909035,0.060886997,0.062954835,0.050278931,0.043141485,0.035849288,0.025402064,0.027440729,0.025577783,0.028103288,0.035751534,0.032550571,0.025623124,0.032086975,0.054676041,0.079458015,0.122970836,0.088497246,0.081471844,0.095556839,0.0928223,0.089158892,0.103201376,0.093658799,0.095264604,0.125473621,0.138291056,0.12461659,0.117614979,0.101019121,0.103677645,0.122992612,0.138794305,0.125878262,0.185940499,0.191087926,0.193320498,0.168445112,0.177834732,0.183205456,0.18452259,0.187932457,0.194647327,0.187029104,0.274643302,0.259095249,0.262094605
308,GRD,Grenada,1.91E-06,1.91E-06,1.91E-06,0.000764597,0.000764597,1.91E-06,0.000764597,NA,0.000764597,0.000764597,0.000764597,0.000764597,0.000764597,0.001090743,0.002653009,0.0034791,0.003525346,0.003744756,0.003632041,0.00363246,0.001078813,0.001906528,0.003702062,0.003836164,0.004098367,0.004460984,0.004220035,0.005061743,0.000732607,0.000962636,0.000385277,0.000504064,0.000641029,0.000679434,0.00058281,0.000453098,0.000390731,0.000849015,0.0010404,0.000635385,0.000535457,0.000545057,0.000447856,0.000606398,0.000247575,0.000285364,0.000466517,0.000346223,0.000560274,0.000500784,0.00054827,0.00078763,0.001379366,0.001025959,0.000987348,0.001071722,0.001123166
312,GLP,Guadeloupe,NA,NA,NA,NA,NA,NA,NA,0.000223847,0.000223847,0.000223847,0.000223847,0.000223847,0.000223847,0.000302913,0.000311763,0.000731048,0.000497601,0.000547133,0.000529081,0.000542966,0.000848199,0.000867822,0.002818833,0.002777326,0.003205263,0.003074818,0.002783128,0.006320554,0.000890709,0.000868324,0.000866714,0.000845939,0.001028236,0.000959472,0.000959472,0.000959472,0.000959472,0.000959472,0.001479149,0.001501533,0.001523918,0.001388,0.001388,0.001434379,0.001479149,0.001479149,0.001298462,0.001411995,0.001552681,0.001619835,0.001591072,0.001591072,0.001591072,0.001591072,0.001591072,0.001591072,0.001591072
316,GUM,Guam,0.000401285,0.000412724,0.000409851,0.000432517,0.000408839,0.000411954,0.000400771,0.000378787,0.00036889,0.000364595,0.000349098,0.000333897,0.000339623,0.000354166,0.000357216,0.000346794,0.000289547,0.000285732,0.000282054,0.000271669,0.000269929,0.000271354,0.000266114,0.000271258,0.000254516,0.000242264,0.000271243,0.000255152,0.000244943,0.000238954,0.000201508,0.000179381,0.000162593,0.000153845,9.88E-05,7.95E-05,5.16E-05,3.20E-05,5.11E-05,7.24E-05,3.82E-05,0.000136888,4.58E-05,5.56E-05,3.01E-05,7.20E-05,9.38E-05,8.55E-05,5.10E-05,0.000119017,4.29E-05,3.88E-05,3.71E-05,0.000191441,0.000203636,0.000324698,0.002493246
320,GTM,Guatemala,0.003397218,0.003397218,0.003397218,0.008493045,0.008493045,0.010191655,0.010191655,0.010195901,0.01189451,0.01189451,0.01189451,0.016990338,0.027177745,0.032274866,0.037373123,0.028882251,0.039074302,0.030582354,0.022096293,0.032426768,0.040804233,0.035401348,0.058735841,0.063360234,0.064067334,0.073248947,0.029708672,0.026855006,0.061251834,0.054406444,0.036944744,0.047374204,0.042295363,0.027823214,0.03860938,0.03257932,0.022557526,0.019279212,0.026973909,0.037352408,0.044434529,0.043365215,0.032763471,0.043618388,0.043365261,0.057116739,0.049456475,0.018632389,0.056381603,0.05198738,0.027383255,0.019539757,0.02755627,0.064147648,0.048250863,0.021217707,0.0235528
